Time[s], MOSI, MISO, SCLK, CSC
6.225866125000000, 0, 1, 1, 0
6.225866250000000, 0, 1, 0, 0
6.225866500000000, 0, 1, 1, 0
6.225866750000000, 0, 1, 0, 0
6.225867000000000, 0, 1, 1, 0
6.225867125000000, 0, 1, 0, 0
6.225867375000000, 0, 1, 1, 0
6.225867624999999, 0, 1, 0, 0
6.225868624999999, 0, 1, 1, 0
6.225868875000000, 0, 1, 0, 0
6.225869125000000, 0, 1, 1, 0
6.225869374999999, 0, 1, 0, 0
6.225869625000000, 0, 1, 1, 0
6.225869749999999, 0, 1, 0, 0
6.225870000000000, 0, 1, 1, 0
6.225870250000000, 0, 1, 0, 0
6.225870500000000, 0, 1, 1, 0
6.225870625000000, 0, 1, 0, 0
6.225870875000000, 0, 1, 1, 0
6.225871124999999, 0, 1, 0, 0
6.225871375000000, 0, 1, 1, 0
6.225871625000000, 0, 1, 0, 0
6.225871750000000, 0, 1, 1, 0
6.225872000000000, 0, 1, 0, 0
6.225873375000000, 0, 1, 0, 1
6.226094375000000, 0, 1, 0, 0
6.226095000000000, 0, 1, 1, 0
6.226095249999999, 0, 1, 0, 0
6.226095500000000, 0, 1, 1, 0
6.226095750000000, 0, 1, 0, 0
6.226095875000000, 1, 1, 1, 0
6.226096125000000, 1, 1, 0, 0
6.226096375000000, 1, 1, 1, 0
6.226096624999999, 1, 1, 0, 0
6.226096875000000, 0, 1, 1, 0
6.226096999999999, 0, 1, 0, 0
6.226097250000000, 1, 1, 1, 0
6.226097500000000, 1, 1, 0, 0
6.226097750000000, 0, 1, 1, 0
6.226097875000000, 0, 1, 0, 0
6.226098125000000, 0, 1, 1, 0
6.226098374999999, 0, 1, 0, 0
6.226099500000000, 1, 1, 1, 0
6.226099749999999, 1, 1, 0, 0
6.226100000000000, 0, 1, 1, 0
6.226100124999999, 0, 1, 0, 0
6.226100375000000, 0, 1, 1, 0
6.226100625000000, 0, 1, 0, 0
6.226100874999999, 0, 1, 1, 0
6.226101125000000, 0, 1, 0, 0
6.226101250000000, 0, 1, 1, 0
6.226101500000000, 0, 1, 0, 0
6.226101750000000, 0, 1, 1, 0
6.226102000000000, 0, 1, 0, 0
6.226102125000000, 0, 1, 1, 0
6.226102375000000, 0, 1, 0, 0
6.226102624999999, 0, 1, 1, 0
6.226102875000000, 0, 1, 0, 0
6.226103875000000, 1, 1, 1, 0
6.226104125000000, 1, 1, 0, 0
6.226104374999999, 0, 1, 1, 0
6.226104625000000, 0, 1, 0, 0
6.226104749999999, 0, 1, 1, 0
6.226105000000000, 0, 1, 0, 0
6.226105250000000, 0, 1, 1, 0
6.226105500000000, 0, 1, 0, 0
6.226105625000000, 0, 1, 1, 0
6.226105875000000, 0, 1, 0, 0
6.226106124999999, 0, 1, 1, 0
6.226106375000000, 0, 1, 0, 0
6.226106625000000, 0, 1, 1, 0
6.226106750000000, 0, 1, 0, 0
6.226107000000000, 0, 1, 1, 0
6.226107250000000, 0, 1, 0, 0
6.226108500000000, 0, 1, 0, 1
6.226329874999999, 0, 1, 0, 0
6.226330500000000, 0, 1, 1, 0
6.226330750000000, 0, 1, 0, 0
6.226331000000000, 0, 1, 1, 0
6.226331249999999, 0, 1, 0, 0
6.226331375000000, 1, 1, 1, 0
6.226331624999999, 1, 1, 0, 0
6.226331875000000, 1, 1, 1, 0
6.226332125000000, 1, 1, 0, 0
6.226332250000000, 0, 1, 1, 0
6.226332500000000, 0, 1, 0, 0
6.226332750000000, 0, 1, 1, 0
6.226332999999999, 0, 1, 0, 0
6.226333250000000, 1, 1, 1, 0
6.226333374999999, 1, 1, 0, 0
6.226333625000000, 0, 1, 1, 0
6.226333875000000, 0, 1, 0, 0
6.226334875000000, 0, 1, 1, 0
6.226335124999999, 0, 1, 0, 0
6.226335375000000, 0, 1, 1, 0
6.226335499999999, 0, 1, 0, 0
6.226335750000000, 0, 1, 1, 0
6.226336000000000, 0, 1, 0, 0
