Time[s], MOSI, MISO, SCLK, CS, CE
4.188979875000000, 0, 0, 0, 0, 1
4.188980000000000, 0, 0, 1, 0, 1
4.188980125000000, 0, 0, 0, 0, 1
4.188980187499999, 0, 0, 1, 0, 1
4.188980312500000, 0, 0, 0, 0, 1
4.188980437500000, 0, 0, 1, 0, 1
4.188980562499999, 0, 0, 0, 0, 1
4.188980687500000, 0, 0, 1, 0, 1
4.188980750000000, 0, 0, 0, 0, 1
4.188980874999999, 0, 0, 1, 0, 1
4.188981000000000, 0, 0, 0, 0, 1
4.188981750000000, 0, 0, 1, 0, 1
4.188981875000000, 0, 0, 0, 0, 1
4.188981937499999, 0, 0, 1, 0, 1
4.188982062500000, 1, 0, 0, 0, 1
4.188982187500000, 1, 0, 1, 0, 1
4.188982312499999, 0, 0, 0, 0, 1
4.188982437500000, 0, 0, 1, 0, 1
4.188982500000000, 0, 0, 0, 0, 1
4.188982625000000, 0, 0, 1, 0, 1
4.188982750000000, 0, 0, 0, 0, 1
4.188982875000000, 0, 0, 1, 0, 1
4.188982937500000, 0, 0, 0, 0, 1
4.188983062500000, 0, 0, 1, 0, 1
4.188983187500000, 0, 0, 0, 0, 1
4.188983312500000, 0, 0, 1, 0, 1
4.188983437500000, 0, 0, 0, 0, 1
4.188984187500000, 0, 0, 1, 0, 1
4.188984250000000, 0, 0, 0, 0, 1
4.188984375000000, 0, 0, 1, 0, 1
4.188984500000000, 1, 0, 0, 0, 1
4.188984625000000, 1, 0, 1, 0, 1
4.188984687500000, 0, 0, 0, 0, 1
4.188984812500000, 0, 0, 1, 0, 1
4.188984937500000, 0, 0, 0, 0, 1
4.188985062500000, 0, 0, 1, 0, 1
4.188985187500000, 0, 0, 0, 0, 1
4.188985250000000, 0, 0, 1, 0, 1
4.188985375000000, 0, 0, 0, 0, 1
4.188985500000000, 0, 0, 1, 0, 1
4.188985625000000, 0, 0, 0, 0, 1
4.188985687500000, 0, 0, 1, 0, 1
4.188985812499999, 0, 0, 0, 0, 1
4.188986375000000, 1, 0, 0, 0, 1
4.188986562500000, 1, 0, 1, 0, 1
4.188986687500000, 0, 0, 0, 0, 1
4.188986812500000, 0, 0, 1, 0, 1
4.188986937500000, 1, 0, 0, 0, 1
4.188987000000000, 1, 0, 1, 0, 1
4.188987125000000, 0, 0, 0, 0, 1
4.188987249999999, 0, 0, 1, 0, 1
4.188987375000000, 0, 0, 0, 0, 1
4.188987437500000, 0, 0, 1, 0, 1
4.188987562499999, 0, 0, 0, 0, 1
4.188987687500000, 0, 0, 1, 0, 1
4.188987812500000, 0, 0, 0, 0, 1
4.188987937499999, 0, 0, 1, 0, 1
4.188988000000000, 0, 0, 0, 0, 1
4.188988125000000, 0, 0, 1, 0, 1
4.188988250000000, 1, 0, 0, 0, 1
4.188988999999999, 1, 0, 1, 0, 1
4.188989125000000, 0, 0, 0, 0, 1
4.188989187500000, 0, 0, 1, 0, 1
4.188989312500000, 1, 0, 0, 0, 1
4.188989437500000, 1, 0, 1, 0, 1
4.188989562500000, 0, 0, 0, 0, 1
4.188989687499999, 0, 0, 1, 0, 1
4.188989750000000, 0, 0, 0, 0, 1
4.188989875000000, 0, 0, 1, 0, 1
4.188990000000000, 0, 0, 0, 0, 1
4.188990125000000, 0, 0, 1, 0, 1
4.188990187500000, 0, 0, 0, 0, 1
4.188990312500000, 0, 0, 1, 0, 1
4.188990437500000, 0, 0, 0, 0, 1
4.188990562500000, 0, 0, 1, 0, 1
4.188990687500000, 1, 0, 0, 0, 1
4.188991187500000, 0, 0, 0, 0, 1
4.188991437499999, 0, 0, 1, 0, 1
4.188991500000000, 0, 0, 0, 0, 1
4.188991625000000, 0, 0, 1, 0, 1
4.188991750000000, 1, 0, 0, 0, 1
4.188991875000000, 1, 0, 1, 0, 1
4.188991937500000, 0, 0, 0, 0, 1
4.188992062500000, 0, 0, 1, 0, 1
4.188992187500000, 0, 0, 0, 0, 1
4.188992312500000, 0, 0, 1, 0, 1
4.188992437500000, 0, 0, 0, 0, 1
