Time [s],MOSI,MISO,SCK,CS
0.100940083,0,1,0,1
0.100940208,0,1,1,1
0.100940333,0,1,0,1
0.101916792,0,1,1,1
0.101916875,0,1,0,1
0.101917000,0,1,1,1
0.101917125,0,1,0,1
0.101917208,0,1,1,1
0.101917333,0,1,0,1
0.101917458,0,1,1,1
0.101917542,1,1,0,1
0.101917667,1,1,1,1
0.101917792,0,1,0,1
0.101917875,0,1,1,1
0.101918000,1,1,0,1
0.101918125,1,1,1,1
0.101918208,1,1,0,1
0.101918333,1,1,1,1
0.101918458,0,1,0,1
0.101919083,0,1,1,1
0.101919208,0,1,0,1
0.101919292,0,1,1,1
0.101919417,1,1,0,1
0.101919542,1,1,1,1
0.101919625,1,1,0,1
0.101919750,1,1,1,1
0.101919875,0,1,0,1
0.101919958,0,1,1,1
0.101920083,0,1,0,1
0.101920208,0,1,1,1
0.101920292,1,1,0,1
0.101920417,1,1,1,1
0.101920542,1,1,0,1
0.101920625,1,1,1,1
0.101920750,0,1,0,1
0.101923125,0,1,1,1
0.101923250,0,1,0,1
0.101923375,0,1,1,1
0.101923458,0,1,0,1
0.101923583,0,1,1,1
0.101923708,0,1,0,1
0.101923792,0,1,1,1
0.101923917,1,1,0,1
0.101924042,1,1,1,1
0.101924125,1,1,0,1
0.101924250,1,1,1,1
0.101924375,0,1,0,1
0.101924458,0,1,1,1
0.101924583,0,1,0,1
0.101924708,0,1,1,1
0.101924792,0,1,0,1
0.101925458,0,1,1,1
0.101925542,0,1,0,1
0.101925667,0,1,1,1
0.101925792,1,1,0,1
0.101925875,1,1,1,1
0.101926000,1,1,0,1
0.101926125,1,1,1,1
0.101926208,0,1,0,1
0.101926333,0,1,1,1
0.101926458,0,1,0,1
0.101926542,0,1,1,1
0.101926667,1,1,0,1
0.101926792,1,1,1,1
0.101926875,1,1,0,1
0.101927000,1,1,1,1
0.101927125,0,1,0,1
0.101929417,0,1,1,1
0.101929542,1,1,0,1
0.101929625,1,1,1,1
0.101929750,0,1,0,1
0.101929875,0,1,1,1
0.101929958,1,1,0,1
0.101930083,1,1,1,1
0.101930208,0,1,0,1
0.101930292,0,1,1,1
0.101930417,0,1,0,1
0.101930542,0,1,1,1
0.101930625,0,1,0,1
0.101930750,0,1,1,1
0.101930875,0,1,0,1
0.101930958,0,1,1,1
0.101931083,0,1,0,1
0.101932083,1,1,0,1
0.101933208,1,1,1,1
0.101933292,1,1,0,1
0.101933333,0,1,0,1
0.101933417,0,1,1,1
0.101933542,0,1,0,1
0.101933625,0,1,1,1
0.101933750,1,1,0,1
0.101933875,1,1,1,1
0.101933958,1,1,0,1
0.101934083,1,1,1,1
0.101934208,1,1,0,1
0.101934292,1,1,1,1
0.101934417,1,1,0,1
0.101934542,1,1,1,1
0.101934625,1,1,0,1
0.101934667,0,1,0,1
0.101934750,0,1,1,1
0.101934875,0,1,0,1
0.101937875,1,1,0,1
0.101938083,1,1,1,1
0.101938208,0,1,0,1
0.101938292,0,1,1,1
0.101938417,1,1,0,1
0.101938542,1,1,1,1
0.101938625,0,1,0,1
0.101938750,0,1,1,1
0.101938875,0,1,0,1
0.101938958,0,1,1,1
0.101939083,0,1,0,1
0.101939208,0,1,1,1
0.101939292,0,1,0,1
0.101939417,0,1,1,1
0.101939542,0,1,0,1
0.101939625,0,1,1,1
0.101939750,1,1,0,1
0.102144000,1,1,1,1
0.102144125,0,1,0,1
0.102144208,0,1,1,1
0.102144333,0,1,0,1
0.102144458,0,1,1,1
0.102144542,1,1,0,1
0.102144667,1,1,1,1
0.102144792,1,1,0,1
0.102144875,1,1,1,1
0.102145000,1,1,0,1
0.102145125,1,1,1,1
0.102145208,0,1,0,1
0.102145333,0,1,1,1
0.102145458,1,1,0,1
0.102145542,1,1,1,1
0.102145667,1,1,0,1
0.102146083,0,1,0,1
0.102146292,0,1,1,1
0.102146375,0,1,0,1
0.102146500,0,1,1,1
0.102146625,0,1,0,1
0.102146708,0,1,1,1
0.102146833,0,1,0,1
0.102146958,0,1,1,1
0.102147042,0,1,0,1
0.102147167,0,1,1,1
0.102147292,0,1,0,1
0.102147375,0,1,1,1
0.102147500,0,1,0,1
0.102147625,0,1,1,1
0.102147708,1,1,0,1
0.102147833,1,1,1,1
0.102147958,0,1,0,1
0.102350208,1,1,0,1
0.102350417,1,1,1,1
0.102350542,0,1,0,1
0.102350625,0,1,1,1
0.102350750,0,1,0,1
0.102350875,0,1,1,1
0.102350958,0,1,0,1
0.102351083,0,1,1,1
0.102351208,1,1,0,1
0.102351292,1,1,1,1
0.102351417,1,1,0,1
0.102351542,1,1,1,1
0.102351625,0,1,0,1
0.102351750,0,1,1,1
0.102351875,0,1,0,1
0.102351958,0,1,1,1
0.102352083,1,1,0,1
0.102352708,1,1,1,1
0.102352792,1,1,0,1
0.102352917,1,1,1,1
0.102353042,0,1,0,1
0.102353125,0,1,1,1
0.102353250,0,1,0,1
0.102353375,0,1,1,1
0.102353458,0,1,0,1
0.102353583,0,1,1,1
0.102353708,0,1,0,1
0.102353792,0,1,1,1
0.102353917,0,1,0,1
0.102354042,0,1,1,1
0.102354125,0,1,0,1
0.102354250,0,1,1,1
0.102354375,1,1,0,1
0.102356708,1,1,1,1
0.102356792,0,1,0,1
0.102356917,0,1,1,1
0.102357042,0,1,0,1
0.102357125,0,1,1,1
0.102357250,0,1,0,1
0.102357375,0,1,1,1
0.102357458,1,1,0,1
0.102357583,1,1,1,1
0.102357708,1,1,0,1
0.102357792,1,1,1,1
0.102357917,0,1,0,1
0.102358042,0,1,1,1
0.102358125,1,1,0,1
0.102358250,1,1,1,1
0.102358375,1,1,0,1
0.102358792,0,1,0,1
0.102358958,0,1,1,1
0.102359083,0,1,0,1
0.102359208,0,1,1,1
0.102359292,0,1,0,1
0.102359417,0,1,1,1
0.102359542,0,1,0,1
0.102359625,0,1,1,1
0.102359750,0,1,0,1
0.102359875,0,1,1,1
0.102359958,1,1,0,1
0.102360083,1,1,1,1
0.102360208,0,1,0,1
0.102360292,0,1,1,1
0.102360417,0,1,0,1
0.102360542,0,1,1,1
0.102360625,0,1,0,1
0.102363125,1,1,0,1
0.102363333,1,1,1,1
0.102363458,0,1,0,1
0.102363542,0,1,1,1
0.102363667,0,1,0,1
0.102363792,0,1,1,1
0.102363875,0,1,0,1
0.102364000,0,1,1,1
0.102364125,1,1,0,1
0.102364208,1,1,1,1
0.102364333,1,1,0,1
0.102364458,1,1,1,1
0.102364542,1,1,0,1
0.102364667,1,1,1,1
0.102364792,1,1,0,1
0.102364875,1,1,1,1
0.102365000,1,1,0,1
0.102365417,0,1,0,1
0.102365625,0,1,1,1
0.102365708,0,1,0,1
0.102365833,0,1,1,1
0.102365958,1,1,0,1
0.102366042,1,1,1,1
0.102366167,0,1,0,1
0.102366292,0,1,1,1
0.102366375,0,1,0,1
0.102366500,0,1,1,1
0.102366625,1,1,0,1
0.102366708,1,1,1,1
0.102366833,0,1,0,1
0.102366958,0,1,1,1
0.102367042,0,1,0,1
0.102367167,0,1,1,1
0.102367292,0,1,0,1
0.102369500,1,1,0,1
0.102369708,1,1,1,1
0.102369792,0,1,0,1
0.102369917,0,1,1,1
0.102370042,0,1,0,1
0.102370125,0,1,1,1
0.102370250,0,1,0,1
0.102370375,0,1,1,1
0.102370458,1,1,0,1
0.102370583,1,1,1,1
0.102370708,1,1,0,1
0.102370792,1,1,1,1
0.102370917,1,1,0,1
0.102371042,1,1,1,1
0.102371125,0,1,0,1
0.102371250,0,1,1,1
0.102371375,1,1,0,1
0.102371792,0,1,0,1
0.102371958,0,1,1,1
0.102372083,0,1,0,1
0.102372208,0,1,1,1
0.102372292,0,1,0,1
0.102372417,0,1,1,1
0.102372542,0,1,0,1
0.102372625,0,1,1,1
0.102372750,0,1,0,1
0.102372875,0,1,1,1
0.102372958,0,1,0,1
0.102373083,0,1,1,1
0.102373208,0,1,0,1
0.102373292,0,1,1,1
0.102373417,0,1,0,1
0.102373542,0,1,1,1
0.102373625,0,1,0,1
0.102375958,0,1,1,1
0.102376042,0,1,0,1
0.102376167,0,1,1,1
0.102376292,0,1,0,1
0.102376375,0,1,1,1
0.102376500,1,1,0,1
0.102376625,1,1,1,1
0.102376708,0,1,0,1
0.102376833,0,1,1,1
0.102376958,0,1,0,1
0.102377042,0,1,1,1
0.102377167,0,1,0,1
0.102377292,0,1,1,1
0.102377375,0,1,0,1
0.102377500,0,1,1,1
0.102377625,0,1,0,1
0.102378333,0,1,1,1
0.102378458,0,0,0,1
0.102378542,0,0,1,1
0.102378667,0,0,0,1
0.102378708,0,1,0,1
0.102378792,0,1,1,1
0.102378875,0,1,0,1
0.102378917,0,0,0,1
0.102379000,0,0,1,1
0.102379125,0,0,0,1
0.102379208,0,0,1,1
0.102379333,0,0,0,1
0.102379375,0,1,0,1
0.102379458,0,1,1,1
0.102379542,0,1,0,1
0.102379583,0,0,0,1
0.102379667,0,0,1,1
0.102379792,0,1,0,1
0.102379875,0,1,1,1
0.102380000,0,1,0,1
0.102382500,0,0,0,1
0.102382833,1,0,0,1
0.102383042,1,0,1,1
0.102383125,1,0,0,1
0.102383250,1,0,1,1
0.102383375,1,0,0,1
0.102383500,1,0,1,1
0.102383583,0,0,0,1
0.102383708,0,0,1,1
0.102383792,0,0,0,1
0.102383833,0,1,0,1
0.102383917,0,1,1,1
0.102384042,0,1,0,1
0.102384167,0,1,1,1
0.102384250,0,1,0,1
0.102384375,0,1,1,1
0.102384458,0,1,0,1
0.102384500,1,0,0,1
0.102384583,1,0,1,1
0.102384708,1,0,0,1
0.102387083,1,0,1,1
0.102387167,1,0,0,1
0.102387292,1,0,1,1
0.102387417,1,0,0,1
0.102387500,1,0,1,1
0.102387625,0,0,0,1
0.102387750,0,0,1,1
0.102387833,0,0,0,1
0.102387875,0,1,0,1
0.102387958,0,1,1,1
0.102388083,0,1,0,1
0.102388167,0,1,1,1
0.102388292,1,1,0,1
0.102388417,1,1,1,1
0.102388500,0,1,0,1
0.102388542,0,0,0,1
0.102388625,0,0,1,1
0.102388750,1,0,0,1
0.102391000,1,0,1,1
0.102391125,1,0,0,1
0.102391250,1,0,1,1
0.102391333,1,0,0,1
0.102391458,1,0,1,1
0.102391583,1,0,0,1
0.102391667,1,0,1,1
0.102391792,1,1,0,1
0.102391917,1,1,1,1
0.102392000,1,1,0,1
0.102392125,1,1,1,1
0.102392250,1,1,0,1
0.102392333,1,1,1,1
0.102392458,1,0,0,1
0.102392583,1,0,1,1
0.102392667,1,0,0,1
0.102394750,0,0,0,1
0.102394958,0,0,1,1
0.102395083,0,0,0,1
0.102395167,0,0,1,1
0.102395292,0,0,0,1
0.102395417,0,0,1,1
0.102395500,0,0,0,1
0.102395625,0,0,1,1
0.102395750,0,1,0,1
0.102395833,0,1,1,1
0.102395958,1,1,0,1
0.102396083,1,1,1,1
0.102396167,1,1,0,1
0.102396292,1,1,1,1
0.102396417,1,0,0,1
0.102396500,1,0,1,1
0.102396625,0,0,0,1
0.102397333,0,0,1,1
0.102397458,0,0,0,1
0.102397583,0,0,1,1
0.102397667,0,0,0,1
0.102397792,0,0,1,1
0.102397917,0,0,0,1
0.102398000,0,0,1,1
0.102398125,0,1,0,1
0.102398250,0,1,1,1
0.102398333,0,1,0,1
0.102398458,0,1,1,1
0.102398583,0,1,0,1
0.102398667,0,1,1,1
0.102398792,0,0,0,1
0.102398917,0,0,1,1
0.102399000,0,0,0,1
0.102401958,0,0,1,1
0.102402083,0,0,0,1
0.102402167,0,0,1,1
0.102402292,1,0,0,1
0.102402417,1,0,1,1
0.102402500,0,0,0,1
0.102402625,0,0,1,1
0.102402750,0,1,0,1
0.102402833,0,1,1,1
0.102402958,1,1,0,1
0.102403083,1,1,1,1
0.102403167,1,1,0,1
0.102403292,1,1,1,1
0.102403417,1,0,0,1
0.102403500,1,0,1,1
0.102403625,0,0,0,1
0.102404250,0,0,1,1
0.102404333,1,0,0,1
0.102404458,1,0,1,1
0.102404583,1,0,0,1
0.102404667,1,0,1,1
0.102404792,1,0,0,1
0.102404917,1,0,1,1
0.102405000,0,0,0,1
0.102405125,0,0,1,1
0.102405250,0,0,0,1
0.102405333,0,0,1,1
0.102405458,0,0,0,1
0.102405583,0,0,1,1
0.102405667,0,0,0,1
0.102405792,0,0,1,1
0.102405917,0,0,0,1
0.102408500,0,0,1,1
0.102408583,0,0,0,1
0.102408708,0,0,1,1
0.102408833,1,0,0,1
0.102408917,1,0,1,1
0.102409042,0,0,0,1
0.102409167,0,0,1,1
0.102409250,0,0,0,1
0.102409292,0,1,0,1
0.102409375,0,1,1,1
0.102409500,0,1,0,1
0.102409583,0,1,1,1
0.102409708,0,1,0,1
0.102409833,0,1,1,1
0.102409917,0,1,0,1
0.102409958,0,0,0,1
0.102410042,0,0,1,1
0.102410167,0,0,0,1
0.102410750,0,0,1,1
0.102410875,0,0,0,1
0.102411000,0,0,1,1
0.102411083,0,0,0,1
0.102411208,0,0,1,1
0.102411333,0,0,0,1
0.102411417,0,0,1,1
0.102411542,1,0,0,1
0.102411667,1,0,1,1
0.102411750,0,0,0,1
0.102411875,0,0,1,1
0.102412000,0,0,0,1
0.102412083,0,0,1,1
0.102412208,0,0,0,1
0.102412333,0,0,1,1
0.102412417,0,0,0,1
0.102415042,0,1,0,1
1.401357375,0,0,0,0
1.401357875,0,0,1,0
1.401358000,0,0,0,0
1.401358125,0,0,1,0
1.401358208,0,0,0,0
1.401358250,1,0,0,0
1.401358333,1,0,1,0
1.401358458,1,0,0,0
1.401358542,1,0,1,0
1.401358667,0,1,0,0
1.401358792,0,1,1,0
1.401358875,0,1,0,0
1.401359000,0,1,1,0
1.401359125,0,1,0,0
1.401359208,0,1,1,0
1.401359333,0,1,0,0
1.401359458,0,1,1,0
1.401359542,0,1,0,0
1.401360417,0,1,0,1
1.402261542,0,0,0,0
1.402262083,0,0,1,0
1.402262208,0,0,0,0
1.402262292,0,0,1,0
1.402262417,0,0,0,0
1.402262542,0,0,1,0
1.402262625,0,0,0,0
1.402262750,0,0,1,0
1.402262875,0,1,0,0
1.402262958,0,1,1,0
1.402263083,0,1,0,0
1.402263208,0,1,1,0
1.402263292,1,1,0,0
1.402263417,1,1,1,0
1.402263542,0,1,0,0
1.402263625,0,1,1,0
1.402263750,0,0,0,0
1.402264375,0,0,1,0
1.402264458,0,0,0,0
1.402264583,0,0,1,0
1.402264708,1,0,0,0
1.402264792,1,0,1,0
1.402264917,0,0,0,0
1.402265042,0,0,1,0
1.402265125,1,1,0,0
1.402265250,1,1,1,0
1.402265375,1,1,0,0
1.402265458,1,1,1,0
1.402265583,1,1,0,0
1.402265708,1,1,1,0
1.402265792,1,1,0,0
1.402265917,1,1,1,0
1.402266042,0,0,0,0
1.402266917,0,0,0,1
1.402268000,0,0,0,0
1.402268542,0,0,1,0
1.402268625,0,0,0,0
1.402268750,0,0,1,0
1.402268875,0,0,0,0
1.402268958,0,0,1,0
1.402269083,0,0,0,0
1.402269208,0,0,1,0
1.402269292,0,0,0,0
1.402269333,0,1,0,0
1.402269417,0,1,1,0
1.402269542,0,1,0,0
1.402269625,0,1,1,0
1.402269750,0,1,0,0
1.402269875,0,1,1,0
1.402269958,0,1,0,0
1.402270083,0,1,1,0
1.402270208,0,0,0,0
1.402270792,0,0,1,0
1.402270917,0,0,0,0
1.402271042,0,0,1,0
1.402271125,1,0,0,0
1.402271250,1,0,1,0
1.402271375,0,0,0,0
1.402271458,0,0,1,0
1.402271583,1,1,0,0
1.402271708,1,1,1,0
1.402271792,1,1,0,0
1.402271917,1,1,1,0
1.402272042,1,1,0,0
1.402272125,1,1,1,0
1.402272250,1,1,0,0
1.402272375,1,1,1,0
1.402272458,0,1,0,0
1.402272500,0,0,0,0
1.402273375,0,0,0,1
1.402274250,0,0,0,0
1.402274583,1,0,0,0
1.402274792,1,0,1,0
1.402274875,0,0,0,0
1.402275000,0,0,1,0
1.402275125,0,0,0,0
1.402275208,0,0,1,0
1.402275333,0,0,0,0
1.402275458,0,0,1,0
1.402275542,1,0,0,0
1.402275667,1,0,1,0
1.402275792,1,0,0,0
1.402275875,1,0,1,0
1.402276000,1,0,0,0
1.402276125,1,0,1,0
1.402276208,0,0,0,0
1.402276333,0,0,1,0
1.402276458,1,1,0,0
1.402276958,0,1,0,0
1.402277167,0,1,1,0
1.402277292,0,1,0,0
1.402277375,0,1,1,0
1.402277500,0,0,0,0
1.402277625,0,0,1,0
1.402277708,0,0,0,0
1.402277833,0,0,1,0
1.402277958,0,0,0,0
1.402278042,0,0,1,0
1.402278167,0,1,0,0
1.402278292,0,1,1,0
1.402278375,0,1,0,0
1.402278417,0,0,0,0
1.402278500,0,0,1,0
1.402278625,0,0,0,0
1.402278708,0,0,1,0
1.402278833,0,0,0,0
1.402280000,0,0,0,1
1.402281708,0,1,0,1
1.402281917,0,1,1,1
1.402282042,0,1,0,1
1.402282125,0,1,1,1
1.402282250,0,1,0,1
1.402282375,0,1,1,1
1.402282458,0,1,0,1
1.402282583,0,1,1,1
1.402282708,0,1,0,1
1.402282792,0,1,1,1
1.402282917,0,1,0,1
1.402283042,0,1,1,1
1.402283125,0,1,0,1
1.402283250,0,1,1,1
1.402283375,0,1,0,1
1.402283458,0,1,1,1
1.402283583,0,1,0,1
1.402284208,0,1,1,1
1.402284333,0,1,0,1
1.402284458,0,1,1,1
1.402284542,0,1,0,1
1.402284667,0,1,1,1
1.402284792,0,1,0,1
1.402284875,0,1,1,1
1.402285000,0,1,0,1
1.402285125,0,1,1,1
1.402285208,0,1,0,1
1.402285333,0,1,1,1
1.402285458,0,1,0,1
1.402285542,0,1,1,1
1.402285667,0,1,0,1
1.402285792,0,1,1,1
1.402285875,0,1,0,1
1.403262333,0,1,1,1
1.403262458,0,1,0,1
1.403262583,0,1,1,1
1.403262667,0,1,0,1
1.403262792,0,1,1,1
1.403262917,0,1,0,1
1.403263000,0,1,1,1
1.403263125,1,1,0,1
1.403263250,1,1,1,1
1.403263333,0,1,0,1
1.403263458,0,1,1,1
1.403263583,1,1,0,1
1.403263667,1,1,1,1
1.403263792,1,1,0,1
1.403263917,1,1,1,1
1.403264000,0,1,0,1
1.403264667,0,1,1,1
1.403264750,0,1,0,1
1.403264875,0,1,1,1
1.403265000,1,1,0,1
1.403265083,1,1,1,1
1.403265208,1,1,0,1
1.403265333,1,1,1,1
1.403265417,0,1,0,1
1.403265542,0,1,1,1
1.403265667,0,1,0,1
1.403265750,0,1,1,1
1.403265875,1,1,0,1
1.403266000,1,1,1,1
1.403266083,1,1,0,1
1.403266208,1,1,1,1
1.403266333,0,1,0,1
1.403268708,0,1,1,1
1.403268833,0,1,0,1
1.403268917,0,1,1,1
1.403269042,0,1,0,1
1.403269167,0,1,1,1
1.403269250,0,1,0,1
1.403269375,0,1,1,1
1.403269500,1,1,0,1
1.403269583,1,1,1,1
1.403269708,1,1,0,1
1.403269833,1,1,1,1
1.403269917,0,1,0,1
1.403270042,0,1,1,1
1.403270167,0,1,0,1
1.403270250,0,1,1,1
1.403270375,0,1,0,1
1.403271000,0,1,1,1
1.403271125,0,1,0,1
1.403271250,0,1,1,1
1.403271333,1,1,0,1
1.403271458,1,1,1,1
1.403271583,1,1,0,1
1.403271667,1,1,1,1
1.403271792,0,1,0,1
1.403271917,0,1,1,1
1.403272000,0,1,0,1
1.403272125,0,1,1,1
1.403272250,1,1,0,1
1.403272333,1,1,1,1
1.403272458,1,1,0,1
1.403272583,1,1,1,1
1.403272667,0,1,0,1
1.403275000,0,1,1,1
1.403275083,1,1,0,1
1.403275208,1,1,1,1
1.403275333,0,1,0,1
1.403275417,0,1,1,1
1.403275542,1,1,0,1
1.403275667,1,1,1,1
1.403275750,0,1,0,1
1.403275875,0,1,1,1
1.403276000,0,1,0,1
1.403276083,0,1,1,1
1.403276208,0,1,0,1
1.403276333,0,1,1,1
1.403276417,0,1,0,1
1.403276542,0,1,1,1
1.403276667,0,1,0,1
1.403277667,1,1,0,1
1.403278750,1,1,1,1
1.403278875,0,1,0,1
1.403279000,0,1,1,1
1.403279083,0,1,0,1
1.403279208,0,1,1,1
1.403279333,1,1,0,1
1.403279417,1,1,1,1
1.403279542,1,1,0,1
1.403279667,1,1,1,1
1.403279750,1,1,0,1
1.403279875,1,1,1,1
1.403280000,1,1,0,1
1.403280083,1,1,1,1
1.403280208,0,1,0,1
1.403280333,0,1,1,1
1.403280417,0,1,0,1
1.403283458,1,1,0,1
1.403283667,1,1,1,1
1.403283750,0,1,0,1
1.403283875,0,1,1,1
1.403284000,1,1,0,1
1.403284083,1,1,1,1
1.403284208,0,1,0,1
1.403284333,0,1,1,1
1.403284417,0,1,0,1
1.403284542,0,1,1,1
1.403284667,0,1,0,1
1.403284750,0,1,1,1
1.403284875,0,1,0,1
1.403285000,0,1,1,1
1.403285083,0,1,0,1
1.403285208,0,1,1,1
1.403285333,1,1,0,1
1.403489583,1,1,1,1
1.403489667,0,1,0,1
1.403489792,0,1,1,1
1.403489917,0,1,0,1
1.403490000,0,1,1,1
1.403490125,1,1,0,1
1.403490250,1,1,1,1
1.403490333,1,1,0,1
1.403490458,1,1,1,1
1.403490583,1,1,0,1
1.403490667,1,1,1,1
1.403490792,0,1,0,1
1.403490917,0,1,1,1
1.403491000,1,1,0,1
1.403491125,1,1,1,1
1.403491250,1,1,0,1
1.403491667,0,1,0,1
1.403491833,0,1,1,1
1.403491958,0,1,0,1
1.403492083,0,1,1,1
1.403492167,0,1,0,1
1.403492292,0,1,1,1
1.403492417,0,1,0,1
1.403492500,0,1,1,1
1.403492625,0,1,0,1
1.403492750,0,1,1,1
1.403492833,0,1,0,1
1.403492958,0,1,1,1
1.403493083,0,1,0,1
1.403493167,0,1,1,1
1.403493292,1,1,0,1
1.403493417,1,1,1,1
1.403493500,0,1,0,1
1.403695792,1,1,0,1
1.403696000,1,1,1,1
1.403696083,0,1,0,1
1.403696208,0,1,1,1
1.403696333,0,1,0,1
1.403696417,0,1,1,1
1.403696542,0,1,0,1
1.403696667,0,1,1,1
1.403696750,1,1,0,1
1.403696875,1,1,1,1
1.403697000,1,1,0,1
1.403697083,1,1,1,1
1.403697208,0,1,0,1
1.403697333,0,1,1,1
1.403697417,0,1,0,1
1.403697542,0,1,1,1
1.403697667,1,1,0,1
1.403698250,1,1,1,1
1.403698375,1,1,0,1
1.403698500,1,1,1,1
1.403698583,0,1,0,1
1.403698708,0,1,1,1
1.403698833,0,1,0,1
1.403698917,0,1,1,1
1.403699042,0,1,0,1
1.403699167,0,1,1,1
1.403699250,0,1,0,1
1.403699375,0,1,1,1
1.403699500,0,1,0,1
1.403699583,0,1,1,1
1.403699708,0,1,0,1
1.403699833,0,1,1,1
1.403699917,1,1,0,1
1.403702250,1,1,1,1
1.403702375,0,1,0,1
1.403702500,0,1,1,1
1.403702583,0,1,0,1
1.403702708,0,1,1,1
1.403702833,0,1,0,1
1.403702917,0,1,1,1
1.403703042,1,1,0,1
1.403703167,1,1,1,1
1.403703250,1,1,0,1
1.403703375,1,1,1,1
1.403703500,0,1,0,1
1.403703583,0,1,1,1
1.403703708,1,1,0,1
1.403703833,1,1,1,1
1.403703917,1,1,0,1
1.403704333,0,1,0,1
1.403704542,0,1,1,1
1.403704667,0,1,0,1
1.403704750,0,1,1,1
1.403704875,0,1,0,1
