Time[s], MOSI, MISO, SCLK, CS, CE
-0.625000000000000, 0, 0, 0, 1, 0
-0.000039437500000, 1, 0, 0, 1, 0
-0.000004187500000, 0, 0, 0, 1, 0
-0.000004125000000, 1, 0, 0, 1, 0
0.000000000000000, 1, 0, 1, 1, 0
0.000045375000000, 1, 0, 1, 1, 1
0.000062750000000, 1, 1, 1, 1, 1
0.000893062500000, 1, 0, 1, 1, 1
1.421407437500000, 1, 1, 1, 1, 1
1.421408312500000, 1, 0, 1, 1, 1
1.421414125000000, 1, 1, 1, 1, 1
1.421415750000000, 1, 0, 1, 1, 1
1.421422125000000, 1, 1, 1, 1, 1
1.421423125000000, 1, 0, 1, 1, 1
1.421443437500000, 1, 1, 1, 1, 1
1.421445250000000, 1, 0, 1, 1, 1
1.421451437500000, 1, 1, 1, 1, 1
1.421452687500000, 1, 0, 1, 1, 1
1.421458125000000, 1, 1, 1, 1, 1
1.421460062500000, 1, 0, 1, 1, 1
1.421472812500000, 1, 1, 1, 1, 1
1.421474812500000, 1, 0, 1, 1, 1
1.421480812500000, 1, 1, 1, 1, 1
1.421482187500000, 1, 0, 1, 1, 1
1.421488812500000, 1, 1, 1, 1, 1
1.421489625000000, 1, 0, 1, 1, 1
1.421495437500000, 1, 1, 1, 1, 1
1.421497000000000, 1, 0, 1, 1, 1
1.421503437500000, 1, 1, 1, 1, 1
1.421504375000000, 1, 0, 1, 1, 1
1.421510125000000, 1, 1, 1, 1, 1
1.421511750000000, 1, 0, 1, 1, 1
1.421518125000000, 1, 1, 1, 1, 1
1.421519125000000, 1, 0, 1, 1, 1
1.421524812500000, 1, 1, 1, 1, 1
1.421526500000000, 1, 0, 1, 1, 1
1.421532812500000, 1, 1, 1, 1, 1
1.421533937500000, 1, 0, 1, 1, 1
1.421540812500000, 1, 1, 1, 1, 1
1.421541312500000, 1, 0, 1, 1, 1
1.421547437500000, 1, 1, 1, 1, 1
1.421548687500000, 1, 0, 1, 1, 1
1.421555500000000, 1, 1, 1, 1, 1
1.421556062500000, 1, 0, 1, 1, 1
1.421562125000000, 1, 1, 1, 1, 1
1.421563437500000, 1, 0, 1, 1, 1
1.421568875000000, 1, 1, 1, 1, 1
1.421570875000000, 1, 0, 1, 1, 1
1.421576812500000, 1, 1, 1, 1, 1
1.421578250000000, 1, 0, 1, 1, 1
1.421584812500000, 1, 1, 1, 1, 1
1.421585625000000, 1, 0, 1, 1, 1
1.421592812500000, 1, 1, 1, 1, 1
1.421593000000000, 1, 0, 1, 1, 1
1.421599500000000, 1, 1, 1, 1, 1
1.421600375000000, 1, 0, 1, 1, 1
1.421606125000000, 1, 1, 1, 1, 1
1.421607812500000, 1, 0, 1, 1, 1
1.421614125000000, 1, 1, 1, 1, 1
1.421615187500000, 1, 0, 1, 1, 1
1.421620812500000, 1, 1, 1, 1, 1
1.421622562500000, 1, 0, 1, 1, 1
1.421635500000000, 1, 1, 1, 1, 1
1.421637312500000, 1, 0, 1, 1, 1
1.421643500000000, 1, 1, 1, 1, 1
1.421644687500000, 1, 0, 1, 1, 1
1.421658187500000, 1, 1, 1, 1, 1
