Time[s], SI, SO, SCLK, CSn, GDO2
-0.004982625000000, 1, 1, 0, 1, 1
-0.002042375000000, 1, 1, 0, 1, 0
-0.000000750000000, 1, 0, 0, 0, 0
-0.000000125000000, 0, 0, 0, 0, 0
0.000000000000000, 0, 0, 1, 0, 0
0.000000375000000, 0, 0, 0, 0, 0
0.000000625000000, 0, 0, 1, 0, 0
0.000000875000000, 0, 0, 0, 0, 0
0.000001000000000, 1, 0, 0, 0, 0
0.000001125000000, 1, 0, 1, 0, 0
0.000001625000000, 1, 0, 0, 0, 0
0.000001875000000, 1, 0, 1, 0, 0
0.000002250000000, 1, 1, 0, 0, 0
0.000002375000000, 0, 1, 0, 0, 0
0.000002500000000, 0, 1, 1, 0, 0
0.000002875000000, 0, 1, 0, 0, 0
0.000003000000000, 1, 1, 0, 0, 0
0.000003125000000, 1, 1, 1, 0, 0
0.000003500000000, 1, 1, 0, 0, 0
0.000003750000000, 1, 1, 1, 0, 0
0.000004250000000, 1, 1, 0, 0, 0
0.000004375000000, 0, 1, 0, 0, 0
0.000004500000000, 0, 1, 1, 0, 0
0.000004875000000, 0, 0, 0, 0, 0
0.000005375000000, 0, 0, 1, 0, 0
0.000005750000000, 0, 0, 0, 0, 0
0.000006000000000, 0, 0, 1, 0, 0
0.000006375000000, 0, 0, 0, 0, 0
0.000006500000000, 1, 0, 0, 0, 0
0.000006625000000, 1, 0, 1, 0, 0
0.000007000000000, 1, 0, 0, 0, 0
0.000007250000000, 1, 0, 1, 0, 0
0.000007625000000, 1, 1, 0, 0, 0
0.000007875000000, 1, 1, 1, 0, 0
0.000008250000000, 1, 1, 0, 0, 0
0.000008500000000, 1, 1, 1, 0, 0
0.000009000000000, 1, 1, 0, 0, 0
0.000009125000000, 0, 1, 0, 0, 0
0.000009250000000, 0, 1, 1, 0, 0
0.000009625000000, 0, 1, 0, 0, 0
0.000009750000000, 1, 1, 0, 0, 0
0.000009875000000, 1, 1, 1, 0, 0
0.000010250000000, 1, 0, 0, 0, 0
0.000010750000000, 1, 0, 0, 1, 0
0.000011125000000, 1, 1, 0, 1, 0
0.000012125000000, 1, 0, 0, 0, 0
0.000012750000000, 0, 0, 0, 0, 0
0.000012875000000, 0, 0, 1, 0, 0
0.000013375000000, 0, 0, 0, 0, 0
0.000013750000000, 0, 0, 1, 0, 0
0.000014125000000, 0, 0, 0, 0, 0
0.000014500000000, 0, 0, 1, 0, 0
0.000015000000000, 0, 0, 0, 0, 0
0.000015375000000, 0, 0, 1, 0, 0
0.000015750000000, 0, 1, 0, 0, 0
0.000016000000000, 1, 1, 0, 0, 0
0.000016250000000, 1, 1, 1, 0, 0
0.000016625000000, 1, 1, 0, 0, 0
0.000017000000000, 0, 1, 0, 0, 0
0.000017125000000, 0, 1, 1, 0, 0
0.000017500000000, 0, 1, 0, 0, 0
0.000017875000000, 1, 1, 0, 0, 0
0.000018000000000, 1, 1, 1, 0, 0
0.000018500000000, 1, 1, 0, 0, 0
0.000018750000000, 0, 1, 0, 0, 0
0.000018875000000, 0, 1, 1, 0, 0
0.000019375000000, 0, 0, 0, 0, 0
0.000019750000000, 1, 0, 0, 0, 0
0.000019875000000, 1, 0, 1, 0, 0
0.000020375000000, 1, 0, 0, 0, 0
0.000020625000000, 0, 0, 0, 0, 0
0.000020750000000, 0, 0, 1, 0, 0
0.000021125000000, 0, 0, 0, 0, 0
0.000021375000000, 1, 0, 0, 0, 0
0.000021625000000, 1, 0, 1, 0, 0
0.000022000000000, 1, 0, 0, 0, 0
0.000022375000000, 0, 0, 0, 0, 0
0.000022500000000, 0, 0, 1, 0, 0
0.000022750000000, 0, 1, 0, 0, 0
0.000023250000000, 0, 1, 1, 0, 0
0.000023625000000, 0, 1, 0, 0, 0
0.000023875000000, 1, 1, 0, 0, 0
0.000024125000000, 1, 1, 1, 0, 0
0.000024625000000, 1, 1, 0, 0, 0
