Time[s], MOSI, MISO, SCK, CSN, CE, IRQ
0.181729250000000, 1, 1, 1, 0, 0, 1
0.181733250000000, 1, 1, 0, 0, 0, 1
0.181736250000000, 1, 1, 1, 0, 0, 1
0.181740250000000, 1, 0, 0, 0, 0, 1
0.181743125000000, 1, 0, 1, 0, 0, 1
0.181746625000000, 1, 0, 0, 0, 0, 1
0.181752125000000, 0, 0, 0, 0, 0, 1
0.181753125000000, 0, 0, 1, 0, 0, 1
0.181757125000000, 0, 0, 0, 0, 0, 1
0.181760125000000, 0, 0, 1, 0, 0, 1
0.181764125000000, 0, 0, 0, 0, 0, 1
0.181767000000000, 0, 0, 1, 0, 0, 1
0.181771000000000, 0, 0, 0, 0, 0, 1
0.181774000000000, 0, 0, 1, 0, 0, 1
0.181778000000000, 0, 0, 0, 0, 0, 1
0.181781000000000, 0, 0, 1, 0, 0, 1
0.181785000000000, 0, 0, 0, 0, 0, 1
0.181788000000000, 0, 0, 1, 0, 0, 1
0.181791875000000, 0, 0, 0, 0, 0, 1
0.181794875000000, 0, 0, 1, 0, 0, 1
0.181798875000000, 0, 0, 0, 0, 0, 1
0.181800375000000, 1, 0, 0, 0, 0, 1
0.181801875000000, 1, 0, 1, 0, 0, 1
0.181805375000000, 1, 0, 0, 0, 0, 1
0.181806375000000, 1, 0, 0, 1, 0, 1
0.181807375000000, 1, 1, 0, 1, 0, 1
0.181813875000000, 1, 0, 0, 0, 0, 1
0.181825250000000, 0, 0, 0, 0, 0, 1
0.181826250000000, 0, 0, 1, 0, 0, 1
0.181830250000000, 0, 0, 0, 0, 0, 1
0.181833250000000, 0, 0, 1, 0, 0, 1
0.181837250000000, 0, 0, 0, 0, 0, 1
0.181838750000000, 1, 0, 0, 0, 0, 1
0.181840250000000, 1, 0, 1, 0, 0, 1
0.181844125000000, 1, 0, 0, 0, 0, 1
0.181847125000000, 1, 0, 1, 0, 0, 1
0.181851125000000, 1, 1, 0, 0, 0, 1
0.181854125000000, 1, 1, 1, 0, 0, 1
0.181858125000000, 1, 1, 0, 0, 0, 1
0.181860125000000, 0, 1, 0, 0, 0, 1
0.181861125000000, 0, 1, 1, 0, 0, 1
0.181865000000000, 0, 1, 0, 0, 0, 1
0.181868000000000, 0, 1, 1, 0, 0, 1
0.181872000000000, 0, 0, 0, 0, 0, 1
0.181873500000000, 1, 0, 0, 0, 0, 1
0.181875000000000, 1, 0, 1, 0, 0, 1
0.181878500000000, 1, 0, 0, 0, 0, 1
0.181888000000000, 0, 0, 0, 0, 0, 1
0.181888875000000, 0, 0, 1, 0, 0, 1
0.181892875000000, 0, 0, 0, 0, 0, 1
0.181894375000000, 1, 0, 0, 0, 0, 1
0.181895875000000, 1, 0, 1, 0, 0, 1
0.181899875000000, 1, 0, 0, 0, 0, 1
0.181902875000000, 1, 0, 1, 0, 0, 1
0.181906875000000, 1, 0, 0, 0, 0, 1
0.181909875000000, 1, 0, 1, 0, 0, 1
0.181913750000000, 1, 0, 0, 0, 0, 1
0.181915750000000, 0, 0, 0, 0, 0, 1
0.181916750000000, 0, 0, 1, 0, 0, 1
0.181920750000000, 0, 0, 0, 0, 0, 1
0.181922250000000, 1, 0, 0, 0, 0, 1
0.181923750000000, 1, 0, 1, 0, 0, 1
0.181927750000000, 1, 0, 0, 0, 0, 1
0.181930750000000, 1, 0, 1, 0, 0, 1
0.181934750000000, 1, 0, 0, 0, 0, 1
0.181937625000000, 1, 0, 1, 0, 0, 1
0.181941125000000, 1, 0, 0, 0, 0, 1
0.181950625000000, 0, 0, 0, 0, 0, 1
0.181951625000000, 0, 0, 1, 0, 0, 1
0.181955625000000, 0, 0, 0, 0, 0, 1
0.181957125000000, 1, 0, 0, 0, 0, 1
0.181958625000000, 1, 0, 1, 0, 0, 1
0.181962500000000, 1, 0, 0, 0, 0, 1
0.181964500000000, 0, 0, 0, 0, 0, 1
0.181965500000000, 0, 0, 1, 0, 0, 1
0.181969500000000, 0, 0, 0, 0, 0, 1
0.181972500000000, 0, 0, 1, 0, 0, 1
0.181976500000000, 0, 0, 0, 0, 0, 1
0.181978000000000, 1, 0, 0, 0, 0, 1
0.181979500000000, 1, 0, 1, 0, 0, 1
